: 1585658952:0;gem install lscolors
: 1666322000:0;cd .bin
: 1666322005:0;cd a
: 1666322010:0;cd Apple-Defaults-Scripts
: 1666322013:0;v apple_defaults.zsh
: 1666688195:0;cd .note
: 1666688200:0;cd .notes
: 1666688215:0;tree tv-murder-shows
: 1666688261:0;cd tv-murder-shows/The\ Patient
: 1666688264:0;v patient.md
: 1666688612:0;:w
: 1666748189:0;d
: 1666748193:0;5
: 1666748204:0;cd text-lyrics
: 1666748210:0;mkd madonna
: 1666748232:0;v lucky_star.txt
: 1666748237:0;up 3
: 1666748240:0;ruby lyrics.rb
: 1666748260:0;v lyrics/lucky_star.json
: 1666748333:0;1
: 1666748336:0;up
: 1666748347:0;mkd imaculate_collection
: 1666748356:0;v like_a_prayer.txt
: 1666748362:0;up 3
: 1666748364:0;ruby lyrics.rb
: 1666748387:0;v lyrics/like_a_prayer.json
: 1666748479:0;1
: 1666748502:0;v crazy_for_you.txt
: 1666785884:0;up 2
: 1666785896:0;cd taylor_swift
: 1666785906:0;mkd midnights
: 1666785914:0;v maroon.txt
: 1666785938:0;up 3
: 1666785940:0;ruby lyrics.rb
: 1666785962:0;v lyrics/maroon.json
: 1666786105:0;up
: 1666786114:0;1
: 1666786125:0;cd data_json
: 1666786132:0;rm .DS_Store
: 1666786134:0;up
: 1666786156:0;cd data_json
: 1666786163:0;cd language
: 1666786167:0;cd sentiment
: 1666786170:0;v negative.json
: 1666786206:0;up 3
: 1666787469:0;yt-dlp "https://www.youtube.com/results?search_query=midnight+rain+instrumental"
: 1666787508:0;yt-dlp "https://www.youtube.com/watch?v=c1wPpnA7-TE"
: 1666787523:0;yt-dlp "https://www.youtube.com/watch?v=Hazlt4Hgp6I"
: 1666789551:0;yt-dlp "https://www.youtube.com/watch?v=2m79J2IRXQw"
: 1666789936:0;d
: 1666789943:0;6
: 1666789953:0;cd midnights
: 1666789960:0;v mastermind.txt
: 1666789970:0;up 3
: 1666789974:0;ruby lyrics.rb
: 1666790009:0;v lyrics/mastermind.json
: 1666790105:0;pkaj
: 1666802838:0;v
: 1666802886:0;2
: 1666802887:0;3
: 1666802888:0;4
: 1666802888:0;5
: 1666802890:0;d
: 1666802895:0;13
: 1666802899:0;cd serial_killers
: 1666802907:0;v serialkillers_overview.md
: 1666856834:0;pry
: 1666857176:0;cat /usr/share/dict/words C
: 1666857190:0;1
: 1666857191:0;2
: 1666857194:0;up
: 1666857220:0;cd two-data-sets/WebstersDictionary
: 1666857230:0;cat correction-dictionary.json C
: 1666857268:0;v correction-dictionary.json
: 1666857289:0;up
: 1666857304:0;rm WebstersDictionary
: 1666857308:0;up
: 1666857408:0;pry
: 1666943505:0;test_words = ['cars', 'for', 'potatoes', 'racs', 'four', 'scar', 'creams', 'scream']
: 1666943507:0;pry
: 1667129992:0;rc
: 1667130111:0;pkaj
: 1667130113:0;rc
: 1667130457:0;cd
: 1667130460:0;pry
: 1667130552:0;1
: 1667130555:0;2
: 1667130561:0;up
: 1667130568:0;pry
: 1667131214:0;t note.md
: 1667131217:0;v note.md
: 1667227860:0;v note.md
: 1667241311:0;cheat
: 1667241333:0;td
: 1667283764:0;cd data_json
: 1667283769:0;up
: 1667283774:0;cd two-data-sets/WebstersDictionary
: 1667283779:0;v correction-dictionary.json
: 1667283933:0;cat /usr/share/dict/words C
: 1667283957:0;v correction-dictionary.json
: 1667283965:0;up
: 1667283972:0;up
: 1667284018:0;v data_json/language/sentiment/negative.json
: 1667284260:0;v lyrics/american-pie.json
: 1667284673:0;finder
: 1667285010:0;up
: 1667285022:0;rails g
: 1667285044:0;rails g create_music_db
: 1667285124:0;up
: 1667285134:0;lyric
: 1667285138:0;cd lyric
: 1667285143:0;cd scripts
: 1667285158:0;2
: 1667285159:0;3
: 1667285161:0;4
: 1667285203:0;rc
: 1667285220:0;cd data_
: 1667285225:0;cd data_json
: 1667285239:0;tree
: 1667285329:0;up
: 1667285332:0;up
: 1667285340:0;finder
: 1667285472:0;up
: 1667285477:0;cd topic
: 1667285483:0;cd scripts
: 1667285495:0;v notes.md
: 1667285688:0;cd data_json
: 1667285694:0;cd language
: 1667285700:0;up
: 1667285706:0;d
: 1667285721:0;6
: 1667285729:0;cd data_json
: 1667285738:0;cd language
: 1667285744:0;rm .DS_Store
: 1667285748:0;up
: 1667285750:0;up
: 1667285766:0;up
: 1667285768:0;finder
: 1667285832:0;rails g create_music_db
: 1667285855:0;up
: 1667285860:0;rm .DS_Store
: 1667285870:0;cd lyric
: 1667285876:0;up
: 1667285881:0;cd music/l
: 1667285885:0;cd music/lib
: 1667285890:0;rm .DS_Store
: 1667285893:0;cd data_json
: 1667285898:0;rm .DS_Store
: 1667285902:0;rails g create_music_db
: 1667285997:0;pkaj
: 1667286002:0;up
: 1667286005:0;d
: 1667286009:0;5
: 1667286013:0;rm .DS_Store
: 1667286023:0;cd two-data-sets
: 1667286028:0;cd data_txt
: 1667286034:0;cd art
: 1667286037:0;v art_type.txt
: 1667286054:0;up
: 1667286061:0;rm .DS_Store
: 1667286071:0;up
: 1667286074:0;up
: 1667286093:0;cd data_json
: 1667286096:0;cd art
: 1667286100:0;v art_type.json
: 1667286106:0;up
: 1667286108:0;up
: 1667286114:0;rc
: 1667286301:0;cd two-data-sets
: 1667286305:0;cd data_txt
: 1667286315:0;cd music
: 1667286319:0;cd music_theory
: 1667286323:0;v chord.txt h
: 1667286342:0;v diminished_augmnted_interval.txt
: 1667286347:0;v minor_major_perfect_interval.txt
: 1667286351:0;v note.txt
: 1667286358:0;v scale.txt
: 1667286369:0;v tone.txt
: 1667286386:0;rc
: 1667288040:0;pry
: 1667288094:0;rc
: 1667288149:0;cd
: 1667288179:0;cd .cache
: 1667288182:0;cd pry
: 1667288185:0;v cache.txt
: 1667288227:0;1
: 1667288228:0;2
: 1667288228:0;3
: 1667288234:0;4
: 1667288243:0;up 3
: 1667288247:0;up
: 1667288252:0;cd scripts
: 1667288262:0;rc
: 1667289415:0;g adcm "ADDED: new models for music and toxic plants"
: 1667289426:0;g acm "ADDED: new models for music and toxic plants"
: 1667289437:0;g push
: 1667289461:0;g l
: 1667289494:0;g show a11c25c
: 1667289584:0;cd text-lyrics
: 1667289591:0;mkd chords
: 1667289595:0;mkd test
: 1667289600:0;v chords.txt
: 1667289627:0;up 3
: 1667289628:0;ruby lyrics.rb
: 1667289667:0;v lyrics/chords.json
: 1667289750:0;cd two-data-sets
: 1667289753:0;dc data_txt/t
: 1667289758:0;cd data_txt
: 1667289765:0;cd music
: 1667289771:0;cd music_theory
: 1667289778:0;v scale.txt
: 1667289811:0;v scale_typestxt
: 1667289885:0;v a_minor.txt
: 1667290003:0;v tone.txt
: 1667290007:0;v scale.txt
: 1667290765:0;up
: 1667290767:0;up
: 1667290769:0;up
: 1667290772:0;up
: 1667290780:0;cd db
: 1667290813:0;rm .DS_Store
: 1667290818:0;cd migrate
: 1667290840:0;h G rake
: 1667290885:0;rake db:migrate:down VERSION=20221101065837
: 1667290894:0;finder
: 1667290943:0;up 2
: 1667290948:0;cd lib
: 1667290954:0;cd data_json/music
: 1667290957:0;cd music_theory
: 1667290960:0;v chord.json
: 1667290972:0;up
: 1667290982:0;rm .DS_Store
: 1667290984:0;up
: 1667290994:0;cd generators/create_music_db/templates/
: 1667291023:0;cd data_json/music/music_theory/chord.json
: 1667291030:0;v data_json/music/music_theory/chord.json
: 1667291050:0;rake db:migrate
: 1667291058:0;rake db:seed
: 1667291066:0;d
: 1667291069:0;8
: 1667291071:0;rc
: 1667291094:0;rm .DS_Store
: 1667291096:0;f
: 1667291100:0;d
: 1667291108:0;2
: 1667291114:0;cd data_json/music
: 1667291119:0;cd music_theory
: 1667291142:0;rc
: 1667291174:0;d
: 1667291177:0;3
: 1667291187:0;cd data_json
: 1667291192:0;cd language
: 1667291196:0;cd sensory_predicates
: 1667291201:0;cd auditory
: 1667291205:0;v volume.json
: 1667291269:0;up
: 1667291274:0;up 3
: 1667291294:0;v final_data.rb
: 1667291361:0;v note.md
: 1667292589:0;up
: 1667292592:0;cd db
: 1667292595:0;v seeds.rb
: 1667292637:0;rm .DS_Store
: 1667292733:0;up
: 1667292738:0;cd scripts
: 1667292759:0;v lyrics
: 1667292764:0;v lyrics.rb
: 1667292824:0;up
: 1667292827:0;up
: 1667292838:0;rm -Rf lyric
: 1667292848:0;rm -Rf topic
: 1667292855:0;rm .DS_Store
: 1667381907:0;pry
: 1667382097:0;up
: 1667382105:0;cd Lib
: 1667382112:0;v encryption.rb
: 1667382138:0;v node.rb
: 1667382148:0;2
: 1667382149:0;3
: 1667382150:0;4
: 1667382153:0;pkaj
: 1667382256:0;pry
: 1667382581:0;v anagram.rb
: 1667382658:0;ruby anagram.rb
: 1667382829:0;rm anagram.rb
: 1667382833:0;pkaj
: 1667382948:0;pry
: 1667407134:0;v
: 1667466607:0;v
: 1667466733:0;cd .notes
: 1667466737:0;rm .DS_Store
: 1667466742:0;tree
: 1667466759:0;cd story/video\ essays
: 1667466764:0;up
: 1667466768:0;up
: 1667466773:0;cd system
: 1667466779:0;v virtue.md
: 1667466786:0;v
: 1667567695:0;d
: 1667567698:0;4
: 1667567706:0;dice.rb
: 1667567768:0;pry
: 1667567883:0;v dice.rb
: 1667568100:0;ruby dice.rb
: 1667568131:0;v dice.rb
: 1667568144:0;ruby dice.rb
: 1667568196:0;v dice.rb
: 1667568252:0;ruby dice.rb
: 1667568303:0;pkaj
: 1667568337:0;v dice.rb
: 1667568568:0;ruby dice.rb
: 1667568587:0;v
: 1667568608:0;ruby dice.rb
: 1667568628:0;v dice.rb
: 1667568638:0;ruby dice.rb
: 1667568648:0;v dice.rb
: 1667568657:0;ruby dice.rb
: 1667568688:0;v dice.rb
: 1667568712:0;ruby dice.rb
: 1667568779:0;v dice.rb
: 1667568859:0;ruby dice.rb
: 1667568864:0;v dice.rb
: 1667568926:0;ruby dice.rb
: 1667568931:0;v dice.rb
: 1667568992:0;ruby dice.rb
: 1667568997:0;v dice.rb
: 1667569041:0;ruby dice.rb
: 1667569076:0;v dice.rb
: 1667569332:0;ruby dice.rb
: 1667569430:0;v dice.rb
: 1667569467:0;ruby dice.rb
: 1667569478:0;pry
: 1667569524:0;v dice.rb
: 1667569564:0;ruby dice.rb
: 1667569571:0;v dice.rb
: 1667569595:0;ruby dice.rb
: 1667569600:0;v dice.rb
: 1667569615:0;ruby dice.rb
: 1667569633:0;v dice.rb
: 1667569667:0;ruby dice.rb
: 1667569683:0;v dice.rb
: 1667569699:0;ruby dice.rb
: 1667569911:0;v dice.rb
: 1667569920:0;ruby dice.rb
: 1667570053:0;v dice.rb
: 1667570193:0;pry
: 1667570255:0;v dice.rb
: 1667570362:0;ruby dice.rb
: 1667570367:0;v dice.rb
: 1667570392:0;ruby dice.rb
: 1667570410:0;v dice.rb
: 1667570433:0;ruby dice.rb
: 1667570481:0;v dice.rb
: 1667570655:0;rm dice.rb
: 1667570659:0;pkaj
: 1667725650:0;pry
: 1667727317:0;d
: 1667727407:0;cd text-lyrics
: 1667727413:0;up
: 1667727424:0;cd text-lyrics
: 1667727427:0;up
: 1667727436:0;cd two-data-sets
: 1667727439:0;cd data_txt
: 1667727457:0;cd language
: 1667727461:0;rm .DS_Store
: 1667727469:0;up
: 1667727484:0;mkd currency
: 1667727509:0;v natinal_currency.txt
: 1667727940:0;cat natinal_currency.txt | awk -F '"' '{print $2}'
: 1667727961:0;cat natinal_currency.txt | awk -F '"' '{print $1}'
: 1667727984:0;v natinal_currency.txt
: 1667728043:0;cat natinal_currency.txt | awk -F '\s' '{print $1}'
: 1667728083:0;cat natinal_currency.txt | awk -F ' ' '{print $1}'
: 1667728094:0;cat natinal_currency.txt | awk -F ' ' '{print $2}'
: 1667728133:0;cat natinal_currency.txt | awk -F ' ' '{print $2}' >>currency_type.txt
: 1667728137:0;v currency_type.txt
: 1667728169:0;v natinal_currency.txt
: 1667728405:0;up
: 1667728416:0;tree
: 1667728741:0;cd color
: 1667728744:0;v basic_color.txt
: 1667729180:0;v color_shade.txt
: 1667729214:0;v basic_color.txt
: 1667729251:0;up
: 1667729262:0;tree
: 1667729288:0;cd art
: 1667729292:0;v poet.txt
: 1667729337:0;v painter.txt
: 1667729461:0;v art_type.txt
: 1667729544:0;up
: 1667729548:0;tree
: 1667729668:0;cd auditory
: 1667729669:0;up
: 1667729674:0;cd auditory
: 1667729685:0;cd data_txt
: 1667729690:0;cd language/
: 1667729693:0;cd sen
: 1667729700:0;cd sensory_predicates
: 1667729702:0;cd auditory
: 1667729706:0;v audio.txt
: 1667729736:0;mv audio.txt sound.txt
: 1667729741:0;v musical_quality.txt
: 1667729753:0;v onomatopoeia.txt
: 1667729773:0;v volume.txt
: 1667729813:0;up
: 1667729818:0;rm .DS_Store
: 1667729820:0;up
: 1667729871:0;up
: 1667729877:0;up
: 1667729883:0;cd data_json
: 1667729887:0;cd language
: 1667729893:0;cd sentiment
: 1667729895:0;v posative.json
: 1667729940:0;up
: 1667729942:0;up
: 1667729944:0;up
: 1667729952:0;v lyrics/american-pie.json
: 1667730049:0;d
: 1667730058:0;5
: 1667730063:0;tree
: 1667730089:0;cd belief
: 1667730093:0;rm .DS_Store
: 1667730098:0;cd nursery_rhyme.txt
: 1667730101:0;v nursery_rhyme.txt
: 1667730326:0;v nursery_rhyme.txt
: 1667730333:0;tree
: 1667730349:0;v parrable.txt
: 1667730377:0;up
: 1667730388:0;d
: 1667730392:0;14
: 1667730397:0;finder
: 1667730418:0;ruby final_data.rb
: 1667730431:0;finder
: 1667730471:0;rails g create_music_db
: 1667730518:0;rc
: 1667730551:0;rm .DS_Store
: 1667730560:0;up
: 1667730563:0;cd db
: 1667730569:0;cd migrate
: 1667730607:0;h G rake
: 1667730627:0;rake db:migrate:down VERSION=20220818171215
: 1667730738:0;d
: 1667730743:0;6
: 1667730755:0;cd language/sensory_predicates/.
: 1667730762:0;tree
: 1667730830:0;d
: 1667730886:0;d
: 1667731130:0;d
: 1667731137:0;6
: 1667731141:0;cd currency
: 1667731168:0;v words_for.txt
: 1667731223:0;english_money.txt
: 1667731721:0;mv english_money.txt english_denomination.txt
: 1667731727:0;v english_denomination.txt
: 1667731895:0;v currency_type.txt
: 1667731988:0;us_denomination.txt
: 1667732106:0;v english_denomination.txt
: 1667732204:0;v us_denomination.txt
: 1667732233:0;v ~/.config/nvim/init.vim
: 1667732260:0;v us_denomination.txt
: 1667732281:0;v currency_type.txt
: 1667743678:0;d
: 1667743685:0;7
: 1667743713:0;v lyrics.rb
: 1667743758:0;ruby final_data.rb
: 1667743778:0;ruby lyrics.rb
: 1667743932:0;v lyrics.rb
: 1667743962:0;ruby lyrics.rb
: 1667744048:0;v lyrics.rb
: 1667744103:0;ruby lyrics.rb
: 1667744121:0;v lyrics.rb
: 1667744151:0;ruby lyrics.rb
: 1667744207:0;up
: 1667744216:0;v app/models
: 1667744228:0;cd app/models
: 1667744357:0;up 2
: 1667744359:0;cd db
: 1667744366:0;v schema.rb
: 1667744423:0;d
: 1667744427:0;5
: 1667744432:0;cd language
: 1667744438:0;cd sensory_predicates
: 1667744442:0;tree
: 1667744455:0;d
: 1667744460:0;5
: 1667744466:0;rm audio.rb
: 1667744471:0;d
: 1667744487:0;4
: 1667744493:0;cd migrate
: 1667744543:0;rm 20220818171215_create_audios.rb
: 1667744552:0;d
: 1667744557:0;7
: 1667744564:0;ruby lyrics.rb
: 1667744582:0;v lyrics/american-pie.json
: 1667744839:0;cd two-data-sets/data_txt
: 1667744846:0;cd plant
: 1667744851:0;f pink
: 1667744855:0;v mid_toxicity.txt
: 1667744949:0;rc
: 1667745117:0;pkaj
: 1667745134:0;up
: 1667745141:0;rm .DS_Store
: 1667745176:0;pry
: 1667745258:0;d
: 1667745262:0;2
: 1667745269:0;v lyrics.rb
: 1667745346:0;g st
: 1667745387:0;g add lyrics.rb
: 1667745470:0;g commit -m "Modified: Added round 3 to the float for the percentages and the percent sign- need to still order"
: 1667745472:0;g push
: 1667745487:0;v lyrics/american-pie.json
: 1667745613:0;v patient.md
: 1667745639:0;finder
: 1667745720:0;cd .notes/
: 1667745728:0;cd tv-murder-shows/The\ Patient
: 1667745731:0;v patient
: 1667745736:0;v patient.md
: 1667746252:0;rm patient-old.md
: 1667746257:0;1
: 1667746257:0;2
: 1667746265:0;rm .DS_Store
: 1667746312:0;v note.md
: 1667762456:0;za
: 1667763103:0;zr
: 1667763251:0;v ~/.gitconfig
: 1667908078:0;v idea.md
: 1667921790:0;v
: 1667922022:0;vr
: 1667922252:0;v lyrics.rb
: 1667929445:0;v
: 1667929556:0;h G brew
: 1667929570:0;brew update
: 1667929597:0;brew upgrade
: 1667929914:0;nvim -version
: 1667937552:0;v
: 1667957887:0;v lyrics/american-pie.json
: 1667958143:0;cd text-lyrics
: 1667958151:0;mkd led_zeplin
: 1667958156:0;mkd presence
: 1667958187:0;v achilles_last_stand.txt
: 1667958203:0;up 3
: 1667958206:0;ruby lyrics.rb
: 1667958260:0;v lyrics/achilles_last_stand.json
: 1667958475:0;v two-data-sets/data_txt/space
: 1667958569:0;rm -Rf data_json
: 1667958596:0;ruby final_data.rb
: 1667958637:0;rc
: 1667958765:0;cd text-lyrics
: 1667958779:0;mkd the_stone_roses
: 1667958805:0;v fools_gold.txt
: 1667958826:0;up 3
: 1667958839:0;ruby lyrics.rb
: 1667958889:0;v lyrics/fools_gold.json
: 1667959033:0;cd text-lyrics
: 1667959043:0;mkd sting
: 1667959067:0;mkd ten_summoners_tales
: 1667959082:0;v fields_of_gold.txt
: 1667959093:0;ruby lyrics.rb
: 1667959096:0;up 3
: 1667959098:0;ruby lyrics.rb
: 1667959127:0;v lyrics/fields_of_gold.json
: 1667959210:0;rc
: 1667979645:0;yt-dlp "https://www.youtube.com/watch?v=M-RFEOacWSg"
: 1667985769:0;v
: 1667985779:0;v idea.md
: 1667985788:0;cd .notes/
: 1667985793:0;v idea.md
: 1667997115:0;rm idea.md
: 1668038425:0;rm .DS_Store
: 1668038432:0;cd mashup
: 1668038802:0;v
: 1668075769:0;v 1-earth-angel.md
: 1668075911:0;v 2-terminator.md
: 1668076340:0;v 3-nightmare.md
: 1668076693:0;v 4-pretender.md
: 1668082810:0;pry
: 1668083407:0;up
: 1668083411:0;2
: 1668083411:0;3
: 1668083414:0;4
: 1668083415:0;5
: 1668083418:0;up 2
: 1668083421:0;up
: 1668083450:0;rails new movie
: 1668083484:0;cd movie
: 1668083489:0;mkd scripts
: 1668083500:0;v movie.rb
: 1668083983:0;pry
: 1668084366:0;v movie.rb
: 1668085267:0;cd Downloads
: 1668085287:0;mkd Scripts
: 1668085297:0;2
: 1668085301:0;v movie.rb
: 1668085649:0;mkd movie_scripts
: 1668085653:0;ip
: 1668085657:0;up
: 1668085669:0;mkd json_results
: 1668085671:0;up
: 1668085682:0;v movie.rb
: 1668085696:0;cd movie_scripts
: 1668085706:0;fg
: 1668086477:0;up
: 1668086482:0;ruby movie.rb
: 1668086492:0;d
: 1668086502:0;7
: 1668086510:0;v Gemfile
: 1668086534:0;1
: 1668086538:0;up
: 1668086541:0;v Gemfile
: 1668086600:0;1
: 1668086604:0;ruby movie.rb
: 1668086618:0;d
: 1668086624:0;2
: 1668086626:0;cd scripts
: 1668086638:0;finder
: 1668086678:0;1
: 1668086682:0;cd scripts
: 1668086684:0;d
: 1668086688:0;3
: 1668086691:0;cd scripts
: 1668086695:0;rm .DS_Store
: 1668086698:0;ruby movie.rb
: 1668086710:0;v movie.rb
: 1668086813:0;ruby movie.rb
: 1668086870:0;cd movie_scripts
: 1668086887:0;v forest_gump.txt
: 1668086909:0;up
: 1668086912:0;ruby movie.rb
: 1668086924:0;v forest_gump.txt
: 1668086928:0;v movie.rb
: 1668086955:0;ruby movie.rb
: 1668086980:0;v movie.rb
: 1668087002:0;fg
: 1668087019:0;ruby movie.rb
: 1668087035:0;fg
: 1668087037:0;v movie.rb
: 1668087081:0;ruby movie.rb
: 1668087914:0;v movie.rb
: 1668088008:0;pry
: 1668088045:0;ruby movie.rb
: 1668088075:0;v movie.rb
: 1668088132:0;ruby movie.rb
: 1668088195:0;v movie.rb
: 1668088204:0;ruby movie.rb
: 1668088251:0;v movie.rb
: 1668088365:0;ruby movie.rb
: 1668088426:0;v movie.rb
: 1668088587:0;pkaj
: 1668089241:0;v movie_list.json
: 1668089349:0;cat movie_list.json G "title" >>title.txt
: 1668089351:0;v title.txt
: 1668089365:0;v movie_list.json
: 1668089375:0;cat movie_list.json G "Title" >>title.txt
: 1668089377:0;v title.txt
: 1668089552:0;mkd data
: 1668089554:0;finder
: 1668089583:0;up
: 1668089587:0;rm .DS_Store
: 1668089607:0;v movie.rb
: 1668089794:0;tree
: 1668089800:0;fg
: 1668089802:0;v movie.rb
: 1668089962:0;up
: 1668089973:0;h G rails
: 1668089992:0;rails g model Movie name:string
: 1668090018:0;rails g model Film name:string
: 1668090034:0;v db/migrate/20221110142021_create_films.rb
: 1668090045:0;cd scripts
: 1668090052:0;v movie.rb
: 1668090079:0;ruby movie.rb
: 1668090097:0;rake db:migrate
: 1668090103:0;ruby movie.rb
: 1668090127:0;v movie.rb
: 1668090151:0;ruby movie.rb
: 1668090174:0;rc
: 1668090212:0;rc
: 1668090238:0;v movie.rb
: 1668090475:0;ruby movie.rb
: 1668090516:0;v movie.rb
: 1668090585:0;ruby movie.rb
: 1668090628:0;v data/title.txt
: 1668090660:0;v movie_scripts
: 1668090742:0;v movie.rb
: 1668090836:0;ruby movie.rb
: 1668090879:0;v movie.rb
: 1668090926:0;ruby movie.rb
: 1668090972:0;v movie.rb
: 1668091011:0;ruby movie.rb
: 1668091021:0;v movie.rb
: 1668091028:0;ruby movie.rb
: 1668091117:0;v movie.rb
: 1668091213:0;ruby movie.rb
: 1668091311:0;v movie.rb
: 1668091343:0;ruby movie.rb
: 1668091401:0;v movie.rb
: 1668091433:0;rc
: 1668091478:0;v movie.rb
: 1668091696:0;rc
: 1668091711:0;v movie.rb
: 1668091882:0;ruby movie.rb
: 1668091905:0;v movie.rb
: 1668091950:0;ruby movie.rb
: 1668092014:0;v movie.rb
: 1668092059:0;d
: 1668092063:0;10
: 1668092066:0;up
: 1668092075:0;v create_data_type.rb
: 1668092111:0;1
: 1668092114:0;2
: 1668092129:0;v create_data_type.rb
: 1668092139:0;v movie.rb
: 1668092181:0;ruby movie.rb
: 1668092328:0;v movie.rb
: 1668092397:0;ruby movie.rb
: 1668092421:0;v movie.rb
: 1668092445:0;pkaj
: 1668112979:0;v
: 1668113475:0;v movie.rb
: 1668113810:0;ruby movie.rb
: 1668113843:0;v movie.rb
: 1668113862:0;ruby movie.rb
: 1668114144:0;v movie.rb
: 1668114467:0;ruby movie.rb
: 1668114488:0;v movie.rb
: 1668114712:0;ruby movie.rb
: 1668114818:0;v movie.rb
: 1668115010:0;ruby movie.rb
: 1668115074:0;rc
: 1668115123:0;cd data
: 1668115126:0;v title.txt
: 1668115191:0;up
: 1668115196:0;cd movie_scripts
: 1668115199:0;v forest_gump.txt
: 1668115367:0;up
: 1668115380:0;v movie.rb
: 1668115587:0;ruby movie.rb
: 1668115627:0;v movie.rb
: 1668115635:0;ruby movie.rb
: 1668115690:0;v movie.rb
: 1668115995:0;v movie.rb
: 1668116061:0;ruby movie.rb
: 1668116153:0;v movie.rb
: 1668116370:0;ruby movie.rb
: 1668116418:0;v movie.rb
: 1668116616:0;ruby movie.rb
: 1668116632:0;cd json_results
: 1668116639:0;v forest_gump.json
: 1668116965:0;ruby movie.rb
: 1668116969:0;up
: 1668116971:0;ruby movie.rb
: 1668116994:0;v json_results/forest_gump.json
: 1668117011:0;up
: 1668117026:0;v movie.rb
: 1668117032:0;cd scripts
: 1668117035:0;v movie.rb
: 1668117252:0;ruby movie.rb
: 1668117266:0;v json_results/forest_gump.json
: 1668117292:0;v movie.rb
: 1668117422:0;cd movie_scripts
: 1668117435:0;v silence_of_the_lambs.txt
: 1668117461:0;pkaj
: 1668117469:0;ruby movie.rb
: 1668117472:0;up
: 1668117475:0;ruby movie.rb
: 1668117537:0;v json_results/silence_of_the_lambs.json
: 1668117867:0;v movie.rb
: 1668118119:0;ruby
: 1668118124:0;ruby movie.rb
: 1668118135:0;v movie.rb
: 1668118191:0;ruby movie.rb
: 1668118203:0;v movie.rb
: 1668118321:0;ruby movie.rb
: 1668118329:0;v
: 1668119252:0;ruby movie.rb
: 1668119332:0;v movie.rb
: 1668119472:0;pkaj
: 1668119512:0;up
: 1668119520:0;rm -Rf .git
: 1668119531:0;git init
: 1668119533:0;git remote add origin git@github.com:shadow-the-wise/movie.git
: 1668119570:0;git add scripts/movie.rb
: 1668119607:0;g commit -m "ADDED: Movies script to filter through movie scripts and find any mention of other movies"
: 1668119638:0;h G git
: 1668119659:0;git push -u origin master
: 1668119695:0;v .gitignore
: 1668119724:0;tree scripts
: 1668119757:0;v .gitignore
: 1668119841:0;g st
: 1668119862:0;cd scripts
